sample_ID,site,timestamp,pCH4_uatm,CH4_uM,CH4_notes,pCO2_uatm,CO2_uM,CO2_notes,pN2O_uatm,N2O_uM,N2O_notes
FLNT.C0.20190305,FLNT,3/5/2019 17:58,85.06,0.144,,1321,55.3,,0.475,0.015,
FLNT.C0.20190312,FLNT,3/12/2019 16:24,119.05,0.202,,2133,89.7,,0.862,0.027,
FLNT.C0.20190320,FLNT,3/20/2019 14:45,112.87,0.195,,1414,60.4,,0.627,0.02,
FLNT.C0.20190326,FLNT,3/26/2019 13:32,180.94,0.301,,2131,87,,0.808,0.025,
FLNT.C0.20190402,FLNT,4/2/2019 14:06,118.8,0.198,,1741,71.5,,0.676,0.021,
FLNT.C0.20190410,FLNT,4/10/2019 14:45,76.68,0.119,,1775,66.3,,1.8,0.05,
FLNT.C0.20190416,FLNT,4/16/2019 15:07,100.5,0.153,,1840,67.6,,0.885,0.024,
FLNT.C0.20190423,FLNT,4/23/2019 14:25,112.71,0.174,,1976,73.7,,0.947,0.026,
FLNT.C0.20190430,FLNT,4/30/2019 13:02,187.94,0.29,,2649,98.6,,0.792,0.022,
FLNT.C0.20190515,FLNT,5/15/2019 15:46,158.94,0.232,,2779,96,,1.627,0.041,
FLNT.C0.20190604,FLNT,6/4/2019 13:13,178.14,0.243,,3372,107.2,,2.182,0.05,
FLNT.C0.20190618,FLNT,6/18/2019 14:47,160.09,0.213,,3239,99.5,,1.892,0.042,
FLNT.C0.20190710,FLNT,7/10/2019 15:31,190.14,0.251,,4080,124.2,,2.432,0.053,
FLNT.C0.20190805,FLNT,8/5/2019 16:34,141.33,0.188,,2808,86.6,,1.86,0.041,
FLNT.C0.20190813,FLNT,8/13/2019 15:26,118.27,0.155,,2796,84.3,,1.838,0.04,
FLNT.C0.20190917,FLNT,9/17/2019 15:50,71.42,0.097,,2528,80.1,,2.696,0.062,
FLNT.C0.20190924,FLNT,9/24/2019 15:40,56.79,0.079,,3098,101.4,,2.295,0.055,
FLNT.C0.20191008,FLNT,10/8/2019 16:45,102.49,0.144,,2323,76.4,,1.895,0.045,
FLNT.C0.20191112,FLNT,11/12/2019 18:45,65.65,0.11,,1340,55.1,,1.065,0.033,
FLNT.C0.20191119,FLNT,11/19/2019 15:03,48.37,0.087,,1133,51.3,,0.522,0.018,
FLNT.C0.20191210,FLNT,12/10/2019 16:44,42.27,0.074,,1835,80.2,,1.174,0.039,
FLNT.C0.20191217,FLNT,12/17/2019 12:56,49.04,0.091,,1713,80.3,,0.793,0.028,
FLNT.C0.20200107,FLNT,1/7/2020 15:30,50.16,0.091,,1741,79.6,,0.803,0.028,
FLNT.C0.20200127,FLNT,1/27/2020 19:35,108.55,0.205,,1736,83.2,,0.87,0.032,
FLNT.C0.20200204,FLNT,2/4/2020 13:20,54.31,0.103,,1357,65.8,,0.744,0.028,
FLNT.C0.20200319,FLNT,3/19/2020 16:14,116.12,0.18,,2956,110.3,,1.984,0.055,
FLNT.C0.20200610,FLNT,6/10/2020 14:26,97.18,0.144,,2932,103.3,,1.12,0.029,
FLNT.C0.20200623,FLNT,6/23/2020 15:40,113.63,0.165,,2078,71.3,,1.594,0.04,
GUIL.SS.20160524,GUIL,5/24/2016 12:19,35.63,0.056,,1393,52.3,,0.538,0.015,
GUIL.SS.20160531,GUIL,5/31/2016 12:22,39.34,0.063,,1602,61.8,,0.573,0.016,
GUIL.SS.20160614,GUIL,6/14/2016 12:08,39.52,0.062,,1478,55.6,,0.416,0.012,
GUIL.SS.20160621,GUIL,6/21/2016 12:36,40.26,0.064,,1410,54.1,,0.418,0.012,
GUIL.SS.20160719,GUIL,7/19/2016 12:14,28.91,0.048,,1382,55,,0.576,0.017,
GUIL.SS.20160726,GUIL,7/26/2016 12:18,45.24,0.073,,1578,60.6,,0.653,0.018,
GUIL.SS.20160809,GUIL,8/9/2016 12:23,56.61,0.089,,1498,56.4,,0.959,0.026,
GUIL.SS.20160823,GUIL,8/23/2016 12:32,65.93,0.107,,1250,48.6,,0.711,0.02,
GUIL.SS.20160906,GUIL,9/6/2016 12:40,48.44,0.078,,1209,46.7,,0.778,0.022,
GUIL.SS.20160913,GUIL,9/13/2016 12:40,66.94,0.11,,1087,42.9,,1.319,0.038,
GUIL.SS.20160927,GUIL,9/27/2016 12:19,32.17,0.053,,1416,56.1,,1.48,0.043,
GUIL.SS.20161011,GUIL,10/11/2016 12:30,66.7,0.108,,1193,46.4,,0.92,0.026,
GUIL.SS.20161019,GUIL,10/19/2016 12:43,54.76,0.091,,1201,48.2,,4.693,0.139,
GUIL.SS.20161026,GUIL,10/26/2016 12:26,64.01,0.107,,1575,63.7,,4.057,0.121,
GUIL.SS.20161115,GUIL,11/15/2016 12:37,41.78,0.07,,1228,49.9,,0.822,0.025,
GUIL.SS.20161129,GUIL,11/29/2016 12:29,19.32,0.033,,1071,44.6,,1.122,0.035,
GUIL.SS.20161213,GUIL,12/13/2016 12:31,23.14,0.039,,1156,47.7,,0.746,0.023,
GUIL.SS.20170124,GUIL,1/24/2017 12:35,20.02,0.035,,1285,54.5,,0.602,0.019,
GUIL.SS.20170214,GUIL,2/14/2017 11:54,24.36,0.043,,1182,50.6,,0.43,0.014,
GUIL.SS.20170228,GUIL,2/28/2017 12:25,26.41,0.045,,1292,53.2,,0.739,0.023,
GUIL.SS.20170328,GUIL,3/28/2017 12:05,23.21,0.039,,1351,55.1,,0.964,0.029,
GUIL.SS.20170406,GUIL,4/6/2017 13:15,25.29,0.043,,1106,45.7,,1.313,0.04,
GUIL.SS.20170425,GUIL,4/25/2017 12:30,19.31,0.032,,985,39.3,,0.561,0.017,
GUIL.SS.20170504,GUIL,5/4/2017 12:17,32.91,0.056,,1258,51.6,,0.719,0.022,
GUIL.SS.20170524,GUIL,5/24/2017 11:57,27.99,0.045,,1276,49.8,,1.86,0.054,
GUIL.SS.20170530,GUIL,5/30/2017 11:12,25.66,0.041,,1061,40.5,,0.75,0.021,
GUIL.SS.20170612,GUIL,6/12/2017 13:03,28.12,0.046,,1090,42.8,,0.829,0.024,
GUIL.SS.20170627,GUIL,6/27/2017 11:57,41.78,0.068,,1350,52.6,,0.6,0.017,
GUIL.SS.20170719,GUIL,7/19/2017 11:39,39.53,0.063,,2650,101.4,,1.134,0.032,
GUIL.SS.20170724,GUIL,7/24/2017 13:04,57.3,0.091,,1734,65.8,,0.549,0.015,
GUIL.SS.20170822,GUIL,8/22/2017 12:27,35.57,0.057,,1649,63.9,,1.694,0.048,
GUIL.SS.20170914,GUIL,9/14/2017 11:22,21.51,0.035,,1465,57.3,,0.755,0.022,
GUIL.SS.20170918,GUIL,9/18/2017 12:55,22.24,0.034,,1243,44.8,,0.543,0.014,
GUIL.SS.20171113,GUIL,11/13/2017 12:25,6.87,0.011,,1226,49.1,,0.386,0.011,
GUIL.SS.20171121,GUIL,11/21/2017 12:05,4.32,0.007,,1114,42.8,,0.411,0.012,
GUIL.SS.20171128,GUIL,11/28/2017 12:10,6.73,0.011,,962,39.9,,0.435,0.013,
GUIL.SS.20171212,GUIL,12/12/2017 13:08,9.07,0.016,,986,41.6,,0.838,0.026,
GUIL.SS.20180123,GUIL,1/23/2018 12:15,7.46,0.012,,1622,63.2,,0.767,0.022,
GUIL.SS.20180214,GUIL,2/14/2018 13:07,11.38,0.019,,1186,48.6,,0.965,0.029,
GUIL.SS.20180227,GUIL,2/27/2018 13:16,3.02,0.005,,1144,48.4,,0.664,0.021,
GUIL.SS.20180327,GUIL,3/27/2018 12:17,6.61,0.011,,1265,52.3,,0.53,0.016,
GUIL.SS.20180409,GUIL,4/9/2018 12:02,15.07,0.025,,1333,53.5,,0.586,0.017,
GUIL.SS.20180424,GUIL,4/24/2018 12:18,8.27,0.013,,977,38.2,,0.809,0.023,
GUIL.SS.20180502,GUIL,5/2/2018 12:24,12.42,0.019,,1148,41.7,,0.661,0.018,
GUIL.SS.20180523,GUIL,5/23/2018 13:09,14.91,0.025,,879,35.1,,0.534,0.016,
GUIL.SS.20180529,GUIL,5/29/2018 12:10,0.01,0,BDL,574,22.2,,0.977,0.028,
GUIL.SS.20180612,GUIL,6/12/2018 12:28,0.01,0,BDL,569,21.2,,0.286,0.008,
GUIL.SS.20180626,GUIL,6/26/2018 12:13,20.87,0.033,,1007,37.6,,0.619,0.017,
GUIL.SS.20180718,GUIL,7/18/2018 11:09,21.84,0.034,,1201,45,,0.578,0.016,
GUIL.SS.20180724,GUIL,7/24/2018 11:40,20.85,0.033,,1178,44.2,,0.613,0.017,
GUIL.SS.20180823,GUIL,8/23/2018 12:26,20.52,0.033,,1072,40.7,,0.614,0.017,
GUIL.SS.20180828,GUIL,8/28/2018 12:18,14.47,0.023,,1131,44.1,,0.439,0.013,
GUIL.SS.20180905,GUIL,9/5/2018 12:29,15.83,0.025,,621,23.7,,0.53,0.015,
GUIL.SS.20180911,GUIL,9/11/2018 12:35,16.85,0.027,,1395,53.9,,0.776,0.022,
GUIL.SS.20180917,GUIL,9/17/2018 12:31,9.54,0.015,,1811,70.3,,0.573,0.016,
GUIL.SS.20180925,GUIL,9/25/2018 12:36,12.37,0.02,,1229,48.1,,0.588,0.017,
GUIL.SS.20181010,GUIL,10/10/2018 12:13,8.11,0.013,,1293,50.9,,0.614,0.018,
GUIL.SS.20181024,GUIL,10/24/2018 12:28,11.24,0.018,,1295,51.4,,0.581,0.017,
GUIL.SS.20181030,GUIL,10/30/2018 13:30,12.28,0.02,,1442,57.7,,0.818,0.024,
GUIL.SS.20181112,GUIL,11/12/2018 12:05,14.48,0.024,,1296,51.7,,1.006,0.03,
GUIL.SS.20181119,GUIL,11/19/2018 12:11,10.57,0.018,,995,41.2,,0.375,0.012,
GUIL.SS.20181127,GUIL,11/27/2018 12:53,15.94,0.027,,739,30.6,,0.536,0.016,
GUIL.SS.20181211,GUIL,12/11/2018 12:17,17.97,0.031,,1321,54.6,,0.556,0.017,
GUIL.SS.20190122,GUIL,1/22/2019 12:48,16.88,0.029,,1243,52,,0.657,0.02,
GUIL.SS.20190213,GUIL,2/13/2019 11:01,20.86,0.036,,3077,127.9,,1.084,0.034,
GUIL.SS.20190219,GUIL,2/19/2019 12:31,25.75,0.044,,1594,65.7,,0.829,0.025,
GUIL.SS.20190319,GUIL,3/19/2019 12:40,30.53,0.051,,1219,49.7,,0.649,0.02,
GUIL.SS.20190408,GUIL,4/8/2019 12:21,41.79,0.069,,1228,49.1,,0.822,0.024,
GUIL.SS.20190416,GUIL,4/16/2019 12:09,45.05,0.073,,1516,58.7,,0.716,0.02,
GUIL.SS.20190506,GUIL,5/6/2019 12:16,40.87,0.066,,2373,91.4,,1.075,0.03,
GUIL.SS.20190514,GUIL,5/14/2019 12:10,58.97,0.093,,2931,111.1,,1.231,0.034,
GUIL.SS.20190522,GUIL,5/22/2019 12:33,38.24,0.06,,1369,51.3,,0.754,0.021,
GUIL.SS.20190612,GUIL,6/12/2019 12:17,44.25,0.07,,1627,61.7,,2.623,0.073,
GUIL.SS.20190618,GUIL,6/18/2019 12:29,69.79,0.109,,2444,90.9,,1.229,0.033,
GUIL.SS.20190716,GUIL,7/16/2019 12:23,40.86,0.065,,1497,57.5,,0.115,0.003,
GUIL.SS.20190722,GUIL,7/22/2019 12:12,31.77,0.053,,1763,71,,0.641,0.019,
GUIL.SS.20190813,GUIL,8/13/2019 11:13,72.87,0.115,,1658,62.3,,0.839,0.023,
GUIL.SS.20190821,GUIL,8/21/2019 12:47,83.95,0.133,,1480,56.3,,0.51,0.014,
GUIL.SS.20190905,GUIL,9/5/2019 13:08,80.22,0.119,,2495,88.2,,0.931,0.024,
GUIL.SS.20190910,GUIL,9/10/2019 11:37,57.98,0.094,,2443,95.5,,1.512,0.044,
GUIL.SS.20190916,GUIL,9/16/2019 12:23,86.56,0.137,,2644,99.9,,0.715,0.02,
GUIL.SS.20190924,GUIL,9/24/2019 12:21,91.78,0.145,,3167,119.7,,1.144,0.032,
GUIL.SS.20191002,GUIL,10/2/2019 12:14,59.44,0.096,,1213,46.9,,0.393,0.011,
GUIL.SS.20191009,GUIL,10/9/2019 12:49,85.51,0.139,,2410,94,,1.543,0.044,
GUIL.SS.20191015,GUIL,10/15/2019 12:30,56.4,0.093,,2127,85.2,,1.15,0.034,
GUIL.SS.20191023,GUIL,10/23/2019 14:01,70.25,0.116,,1801,71.4,,0.953,0.028,
GUIL.SS.20191112,GUIL,11/12/2019 12:45,91.54,0.151,,2311,92.3,,1.867,0.055,
GUIL.SS.20191119,GUIL,11/19/2019 11:17,79.6,0.134,,2350,96.2,,1.446,0.044,
GUIL.SS.20191125,GUIL,11/25/2019 12:24,84.17,0.145,,2296,96.3,,1.624,0.051,
GUIL.SS.20191217,GUIL,12/17/2019 11:39,73.97,0.124,,2104,85.8,,0.905,0.027,
GUIL.SS.20200303,GUIL,3/3/2020 12:12,33.91,0.058,,1758,73.1,,1.167,0.036,
GUIL.SS.20200625,GUIL,6/25/2020 13:04,47.26,0.076,,2013,78,,1.184,0.034,
GUIL.SS.20200630,GUIL,6/30/2020 12:48,64.81,0.104,,2680,102.8,,1.587,0.045,
GUIL.SS.20200714,GUIL,7/14/2020 12:31,70.55,0.111,,2882,107.7,,1.614,0.044,
GUIL.SS.20200721,GUIL,7/21/2020 12:34,67.3,0.108,,2601,100.5,,0.526,0.015,
GUIL.SS.20200727,GUIL,7/27/2020 12:23,66.77,0.106,,2259,86,,1.352,0.038,
GUIL.SS.20200805,GUIL,8/5/2020 12:16,62.53,0.1,,2003,76.4,,1.054,0.03,
GUIL.SS.20200811,GUIL,8/11/2020 13:28,81.19,0.131,,1592,61.5,,1.36,0.039,
GUIL.SS.20200818,GUIL,8/18/2020 11:55,90.11,0.145,,1896,72.8,,0.942,0.027,
GUIL.SS.20200824,GUIL,8/24/2020 13:05,97.16,0.156,,1468,56.6,,1.293,0.037,
GUIL.SS.20200901,GUIL,9/1/2020 12:58,105.88,0.168,,1575,59.7,,1.247,0.035,
GUIL.SS.20200909,GUIL,9/9/2020 12:37,85.73,0.138,,1610,62.3,,0.702,0.02,
GUIL.SS.20200915,GUIL,9/15/2020 12:11,85.62,0.138,,1651,63.9,,1.15,0.033,
GUIL.SS.20200921,GUIL,9/21/2020 12:34,94.22,0.154,,1571,61.7,,1.02,0.03,
HOPB.SS.20160906,HOPB,9/6/2016 15:58,42.22,0.074,,903,39.1,,0.86,0.028,
HOPB.SS.20160922,HOPB,9/22/2016 13:55,63.51,0.113,,834,37.1,,0.703,0.024,
HOPB.SS.20161018,HOPB,10/18/2016 13:50,195.42,0.376,,1132,55.3,,0.505,0.019,
HOPB.SS.20161110,HOPB,11/10/2016 14:50,88.86,0.205,,1287,79.2,,0.315,0.015,
HOPB.SS.20161117,HOPB,11/17/2016 14:40,53.49,0.12,,1519,90,,3.656,0.169,
HOPB.SS.20161207,HOPB,12/7/2016 14:50,40.19,0.099,,582,39,,1.299,0.069,
HOPB.SS.20161214,HOPB,12/14/2016 14:50,38.98,0.101,,720,51.2,,1.218,0.069,
HOPB.SS.20170117,HOPB,1/17/2017 15:30,18.05,0.047,,726,51.7,,0.497,0.028,
HOPB.SS.20170125,HOPB,1/25/2017 15:02,15.37,0.038,,391,26.6,,0.487,0.026,
HOPB.SS.20170214,HOPB,2/14/2017 15:40,20.58,0.054,,773,55.7,,0.711,0.041,
HOPB.SS.20170221,HOPB,2/21/2017 14:55,16.99,0.044,,771,54.2,,0.809,0.045,
HOPB.SS.20170306,HOPB,3/6/2017 15:35,24.82,0.064,,842,59.2,,1.037,0.058,
HOPB.SS.20170316,HOPB,3/16/2017 14:30,36.96,0.096,,937,67.1,,1.602,0.091,
HOPB.SS.20170320,HOPB,3/20/2017 13:00,17.2,0.045,,788,56,,0.399,0.023,
HOPB.SS.20170329,HOPB,3/29/2017 15:35,9.31,0.023,,661,43.9,,0.533,0.028,
HOPB.SS.20170411,HOPB,4/11/2017 13:30,14.37,0.031,,1106,61.8,,0.942,0.041,
HOPB.SS.20170417,HOPB,4/17/2017 13:30,23.14,0.046,,1130,56.9,,0.89,0.034,
HOPB.SS.20170426,HOPB,4/26/2017 14:15,30.9,0.065,,1531,83.3,,0.97,0.041,
HOPB.SS.20170509,HOPB,5/9/2017 9:46,46.31,0.098,,575,31.7,,0.846,0.036,
HOPB.SS.20170515,HOPB,5/15/2017 9:55,31.38,0.067,,617,34,,0.33,0.014,
HOPB.SS.20170531,HOPB,5/31/2017 9:30,66.82,0.13,,804,39.7,,0.312,0.012,
HOPB.SS.20170620,HOPB,6/20/2017 12:56,100.69,0.17,,1035,42.7,,0.914,0.028,
HOPB.SS.20170710,HOPB,7/10/2017 16:09,186,0.297,,852,32.9,,3.335,0.095,
HOPB.SS.20170725,HOPB,7/25/2017 12:30,167.86,0.298,,891,39.4,,0.544,0.018,
HOPB.SS.20170808,HOPB,8/8/2017 12:57,174.6,0.302,,1245,53.2,,0.625,0.02,
HOPB.SS.20170906,HOPB,9/6/2017 13:00,145.17,0.249,,1704,72.1,,0.714,0.023,
HOPB.SS.20170912,HOPB,9/12/2017 13:08,127.93,0.243,,1231,59.2,,0.628,0.023,
HOPB.SS.20171017,HOPB,10/17/2017 12:39,122.95,0.257,,805,43.9,,0.508,0.021,
HOPB.SS.20171107,HOPB,11/7/2017 14:18,32.86,0.068,,579,31,,0.211,0.009,
HOPB.SS.20171113,HOPB,11/13/2017 14:28,4.59,0.011,,506,32.6,,0.352,0.018,
HOPB.SS.20171206,HOPB,12/6/2017 15:50,18.5,0.041,,384,22.5,,0.182,0.008,
HOPB.SS.20171212,HOPB,12/12/2017 14:25,23.96,0.061,,416,28.8,,0.205,0.011,
HOPB.SS.20180125,HOPB,1/25/2018 14:42,11.73,0.03,,383,27.2,,0.26,0.015,
HOPB.SS.20180214,HOPB,2/14/2018 15:10,9.38,0.024,,627,43.5,,0.512,0.028,
HOPB.SS.20180220,HOPB,2/20/2018 15:12,8.15,0.02,,622,40.8,,0.56,0.029,
HOPB.SS.20180228,HOPB,2/28/2018 14:33,8.72,0.021,,686,45.6,,0.549,0.029,
HOPB.SS.20180306,HOPB,3/6/2018 14:34,7.8,0.019,,599,40.2,,0.401,0.021,
HOPB.SS.20180312,HOPB,3/12/2018 14:52,12.59,0.031,,506,33.8,,0.303,0.016,
HOPB.SS.20180319,HOPB,3/19/2018 14:21,14.31,0.037,,534,38.4,,0.327,0.019,
HOPB.SS.20180329,HOPB,3/29/2018 14:10,9.72,0.023,,432,26.9,,0.264,0.013,
HOPB.SS.20180405,HOPB,4/5/2018 14:32,11.23,0.028,,500,33.8,,0.354,0.019,
HOPB.SS.20180410,HOPB,4/10/2018 13:30,10.73,0.026,,342,22.1,,0.19,0.01,
HOPB.SS.20180416,HOPB,4/16/2018 13:47,9.76,0.025,,359,24.9,,0.198,0.011,
HOPB.SS.20180425,HOPB,4/25/2018 14:35,10.33,0.022,,571,31,,0.327,0.014,
HOPB.SS.20180514,HOPB,5/14/2018 14:00,24.45,0.047,,839,40.7,,0.532,0.02,
HOPB.SS.20180522,HOPB,5/22/2018 14:33,23.73,0.044,,1013,47.6,,0.683,0.024,
HOPB.SS.20180604,HOPB,6/4/2018 14:50,0.01,0,BDL,707,34.1,,1.434,0.053,
HOPB.SS.20180619,HOPB,6/19/2018 13:44,152.57,0.249,,1125,44.7,,2.011,0.059,
HOPB.SS.20180711,HOPB,7/11/2018 14:20,66.76,0.107,,777,30.3,,0.406,0.012,
HOPB.SS.20180717,HOPB,7/17/2018 15:16,79.61,0.122,,754,27.7,,0.712,0.019,
HOPB.SS.20180814,HOPB,8/14/2018 12:57,55.91,0.094,,1615,66.5,,0.408,0.013,
HOPB.SS.20180906,HOPB,9/6/2018 13:08,51.8,0.081,,1430,53.9,,0.844,0.023,
HOPB.SS.20180925,HOPB,9/25/2018 13:00,37.67,0.072,,980,47.9,,0.479,0.018,
HOPB.SS.20181009,HOPB,10/9/2018 15:06,29.06,0.052,,814,36.8,,0.332,0.011,
HOPB.SS.20181106,HOPB,11/6/2018 14:26,16.95,0.036,,737,40.7,,1.114,0.048,
HOPB.SS.20181113,HOPB,11/13/2018 15:44,16.23,0.037,,830,49.6,,0.407,0.019,
HOPB.SS.20181204,HOPB,12/4/2018 14:57,14.1,0.034,,691,44.4,,0.69,0.035,
HOPB.SS.20181210,HOPB,12/10/2018 14:51,14.12,0.037,,600,42.7,,0.583,0.033,
HOPB.SS.20190124,HOPB,1/24/2019 14:58,69.27,0.183,,1061,76.8,,0.352,0.02,
HOPB.SS.20190129,HOPB,1/29/2019 15:35,15.88,0.041,,735,52.5,,0.328,0.019,
HOPB.SS.20190214,HOPB,2/14/2019 14:15,11.6,0.03,,581,41.7,,0.263,0.015,
HOPB.SS.20190226,HOPB,2/26/2019 14:36,9.46,0.024,,569,40.5,,0.28,0.016,
HOPB.SS.20190306,HOPB,3/6/2019 14:52,12.46,0.032,,631,45.2,,0.255,0.015,
HOPB.SS.20190312,HOPB,3/12/2019 14:12,8.93,0.023,,587,41.4,,0.283,0.016,
HOPB.SS.20190321,HOPB,3/21/2019 14:35,8.59,0.021,,623,41.7,,0.314,0.017,
HOPB.SS.20190328,HOPB,3/28/2019 13:54,7.53,0.019,,797,53.7,,0.343,0.018,
HOPB.SS.20190404,HOPB,4/4/2019 13:06,9.87,0.024,,529,34.5,,0.328,0.017,
HOPB.SS.20190409,HOPB,4/9/2019 14:44,7.22,0.017,,376,23.8,,0.137,0.007,
HOPB.SS.20190425,HOPB,4/25/2019 13:30,15.76,0.034,,917,50.9,,0.434,0.019,
HOPB.SS.20190513,HOPB,5/13/2019 13:35,20.92,0.044,,749,41.5,,0.306,0.013,
HOPB.SS.20190521,HOPB,5/21/2019 12:36,16.54,0.032,,732,36.3,,0.592,0.022,
HOPB.SS.20190603,HOPB,6/3/2019 14:01,25.1,0.048,,618,29.9,,0.674,0.025,
HOPB.SS.20190624,HOPB,6/24/2019 13:20,32.86,0.058,,886,39,,0.367,0.012,
HOPB.SS.20190711,HOPB,7/11/2019 12:34,50.99,0.086,,1375,57,,2.962,0.092,
HOPB.SS.20190717,HOPB,7/17/2019 12:35,64.13,0.106,,1291,52,,0.507,0.015,
HOPB.SS.20190813,HOPB,8/13/2019 13:54,61.32,0.103,,1014,41.8,,0.426,0.013,
HOPB.SS.20190909,HOPB,9/9/2019 15:26,45.12,0.083,,655,30.1,,0.852,0.03,
HOPB.SS.20190924,HOPB,9/24/2019 13:45,43.19,0.077,,872,38.4,,0.828,0.027,
HOPB.SS.20191009,HOPB,10/9/2019 14:29,23.25,0.046,,779,39.3,,1.114,0.043,
HOPB.SS.20191105,HOPB,11/5/2019 15:17,15.01,0.033,,702,40.1,,0.422,0.019,
HOPB.SS.20191113,HOPB,11/13/2019 15:40,15.81,0.041,,725,51.5,,0.28,0.016,
HOPB.SS.20191204,HOPB,12/4/2019 15:06,20.2,0.053,,873,63.5,,0.428,0.025,
HOPB.SS.20191209,HOPB,12/9/2019 14:14,11.58,0.03,,976,69.2,,0.416,0.024,
HOPB.SS.20200121,HOPB,1/21/2020 15:54,21,0.054,,1014,71.7,,0.37,0.021,
HOPB.SS.20200127,HOPB,1/27/2020 16:30,4.54,0.011,,929,63.8,,0.511,0.028,
HOPB.SS.20200212,HOPB,2/12/2020 15:45,4.08,0.01,,582,40,,0.501,0.027,
HOPB.SS.20200225,HOPB,2/25/2020 15:45,5.77,0.014,,628,42.3,,0.393,0.021,
HOPB.SS.20200304,HOPB,3/4/2020 14:21,4.07,0.01,,770,51,,0.404,0.021,
HOPB.SS.20200318,HOPB,3/18/2020 16:13,9.9,0.023,,880,55.8,,0.472,0.024,
HOPB.SS.20200623,HOPB,6/23/2020 15:37,46.73,0.076,,1091,42.7,,1.17,0.034,
HOPB.SS.20200713,HOPB,7/13/2020 14:17,70.81,0.114,,1047,40.8,,0.406,0.012,
HOPB.SS.20200728,HOPB,7/28/2020 15:18,79.97,0.125,,938,35,,0.518,0.014,
HOPB.SS.20200818,HOPB,8/18/2020 16:12,163.39,0.267,,875,34.7,,0.226,0.007,
HOPB.SS.20200824,HOPB,8/24/2020 16:24,134.23,0.214,,1017,39.2,,0.949,0.027,
HOPB.SS.20200908,HOPB,9/8/2020 14:17,113.09,0.193,,1400,58.9,,1.188,0.037,
HOPB.SS.20200922,HOPB,9/22/2020 13:52,81.01,0.176,,754,43.1,,0.847,0.038,
KING.RE.20171003,KING,10/3/2017 13:37,28840.7,47.952,,16485,667.9,,0.436,0.013,
KING.RE.20171101,KING,11/1/2017 16:22,2120.89,4.786,,15939,947.2,,0.229,0.011,
KING.RE.20171108,KING,11/8/2017 16:08,1829.86,4.184,,10549,641.4,,0.634,0.03,
KING.RE.20171205,KING,12/5/2017 16:23,656,1.513,,5198,319.3,,0.157,0.008,
KING.RE.20180102,KING,1/2/2018 16:10,1430.01,3.458,,17735,1160.7,,0.178,0.009,
KING.RE.20180207,KING,2/7/2018 16:09,2442.56,5.719,,15554,974.6,,0.258,0.013,
KING.RE.20180305,KING,3/5/2018 16:40,145.71,0.285,,8713,432.4,,0.697,0.026,
KING.RE.20180307,KING,3/7/2018 15:25,52.47,0.11,,7052,382.8,,0.515,0.022,
KING.RE.20180328,KING,3/28/2018 13:40,291.93,0.587,,16549,851.5,,0.794,0.031,
KING.RE.20180403,KING,4/3/2018 16:05,205.73,0.425,,9573,510.5,,0.398,0.016,
KING.RE.20180410,KING,4/10/2018 17:00,204.89,0.415,,7837,408,,0.346,0.014,
KING.RE.20180416,KING,4/16/2018 13:26,129.84,0.276,,4013,221.9,,0.301,0.013,
KING.RE.20180423,KING,4/23/2018 14:20,534.2,1.024,,12540,608.7,,1.404,0.052,
KING.RE.20180507,KING,5/7/2018 14:35,1062.31,1.892,,23277,1029.7,,1.085,0.036,
KING.RE.20180509,KING,5/9/2018 14:11,299.78,0.545,,4329,196.1,,0.321,0.011,
KING.RE.20180515,KING,5/15/2018 14:34,1309.67,2.264,,30475,1296.8,,1.585,0.05,
KING.RE.20180521,KING,5/21/2018 14:45,2997.27,5.442,,37321,1691.1,,0.889,0.03,
KING.RE.20180604,KING,6/4/2018 14:51,1653.71,2.834,,26151,1101.1,,0.774,0.024,
KING.RE.20180606,KING,6/6/2018 14:36,1545.89,2.563,,22243,896.7,,0.727,0.022,
KING.RE.20180618,KING,6/18/2018 15:14,1196.08,1.833,,8015,292.7,,0.758,0.02,
KING.RE.20180702,KING,7/2/2018 17:46,3078.68,4.759,,9386,346.3,,0.241,0.007,
KING.RE.20180709,KING,7/9/2018 14:45,3465.56,5.332,,11839,435.5,,0.428,0.012,
KING.RE.20180717,KING,7/17/2018 14:05,1880.43,2.743,,9174,315.1,,0.539,0.014,
KING.RE.20180806,KING,8/6/2018 15:25,5761.74,8.745,,7604,274.4,,0.583,0.015,
KING.RE.20180808,KING,8/8/2018 14:01,1538.54,2.371,,8721,321,,0.776,0.021,
KING.RE.20180904,KING,9/4/2018 13:51,462.97,0.827,,20145,893.1,,1.152,0.038,
KING.RE.20181002,KING,10/2/2018 14:33,585.28,1.042,,9230,407.9,,0.463,0.015,
KING.RE.20181031,KING,10/31/2018 16:12,100.37,0.189,,17010,807.3,,0.561,0.02,
KING.RE.20181106,KING,11/6/2018 15:04,79.24,0.153,,12340,604.9,,0.514,0.019,
KING.SS.20160524,KING,5/24/2016 15:16,7.01,0.013,,5127,234.4,,0.473,0.016,
KING.SS.20160531,KING,5/31/2016 15:22,5.86,0.01,,4122,183.4,,0.535,0.018,
KING.SS.20160607,KING,6/7/2016 13:28,3.52,0.006,,4134,185.4,,0.364,0.012,
KING.SS.20160621,KING,6/21/2016 12:40,23.17,0.039,,9147,378,,0.7,0.022,
KING.SS.20160628,KING,6/28/2016 17:16,37,0.062,,9949,407.9,,0.837,0.026,
